,price,location,baths,bedrooms,Total_Area
72710,240.0,I-9,0,0,1633.506
72711,310.0,G-9,0,0,2722.51
72712,200.0,G-9,2,3,1361.255
72713,400.0,G-9,4,5,3267.012
72714,265.0,G-8,3,4,2178.008
72715,215.0,G-8,2,2,1361.255
72716,45.9,Marwa Town,3,3,15246.056
72718,250.0,Zaraj Housing Scheme,0,8,33759.124
72719,185.0,Zaraj Housing Scheme,0,5,33759.124
72720,95.0,Soan Garden,4,4,1905.757
72721,425.0,DHA Defence,7,5,5445.0
72722,525.0,Bahria Town,6,6,5445.0
72723,1480.0,F-6,8,8,48460.67799999999
72724,250.0,PWD Housing Scheme,6,6,5445.0
72725,125.0,CBR Town,4,4,1905.757
72726,110.0,CBR Town,4,4,1905.757
72727,620.0,I-8,7,7,38659.642
72728,1400.0,F-8,5,4,70785.0
72729,1300.0,F-8,7,6,59895.0
72730,1200.0,F-7,7,6,5445.0
72733,500.0,G-9,6,5,3267.012
72735,105.0,Soan Garden,5,4,1361.255
72736,325.0,Bahria Town,5,5,2722.51
72737,150.0,Bahria Town,4,3,1361.255
72998,775.0,I-8,5,5,65340.0
73000,768.0,F-11,10,10,70785.0
73002,170.0,I-10,4,3,11979.043999999998
73003,140.0,Bahria Town,4,3,1361.255
73004,285.0,Bahria Town,5,5,2722.51
73005,140.0,Bahria Town,3,3,1361.255
73006,1225.0,F-10,7,7,59895.0
73007,200.0,Bahria Town,5,4,2178.008
73008,185.0,G-10,4,4,19874.323
73009,750.0,G-10,6,6,5172.768999999999
73011,60.0,Bhara kahu,3,5,816.7529999999999
73012,140.0,Bahria Town,3,3,1361.255
73013,140.0,Bahria Town,3,3,1361.255
73014,285.0,Bahria Town,5,5,2722.51
73015,430.0,Bahria Town,6,4,5445.0
73016,425.0,F-11,6,6,2450.259
73017,325.0,G-13,7,6,1905.757
73018,50.0,Tarnol,4,4,2722.51
73019,1850.0,F-8,6,6,119790.0
73020,1900.0,F-6,5,5,103455.0
73021,1900.0,F-8,6,6,136125.0
73022,2800.0,F-7,7,7,21780.0
73023,725.0,F-10,6,6,59895.0
73024,225.0,Bahria Town,5,5,2722.51
73025,78.0,H-13,3,3,1361.255
73027,475.0,Bahria Town,6,5,5445.0
73236,65.0,DHA Defence,3,3,2178.008
73237,34.0,DHA Defence,2,2,1361.255
73238,63.5,DHA Defence,3,3,2178.008
73239,37.5,DHA Defence,2,2,1361.255
73241,575.0,DHA Defence,7,5,5445.0
73243,570.0,E-11,8,8,4356.016
73244,530.0,E-11,8,8,38659.642
73245,470.0,E-11,7,6,4356.016
73246,850.0,E-11,10,9,5445.0
73247,500.0,E-11,6,6,4356.016
73248,650.0,E-11,7,6,5445.0
73249,125.0,I-14,4,4,1361.255
73250,152.0,Bahria Town,4,4,1361.255
73252,80.0,C-18,4,4,15246.056
73254,48.0,DHA Defence,0,0,2178.008
73256,425.0,DHA Defence,0,7,4356.016
73257,370.0,DHA Defence,0,6,4356.016
73258,75.0,Ghauri Town,3,3,1361.255
73259,110.0,B-17,4,4,1361.255
73260,825.0,F-10,6,6,59895.0
73263,260.0,G-13,5,5,2178.008
73264,900.0,F-8,5,5,59895.0
73461,850.0,F-11,0,0,5445.0
73463,850.0,F-7,0,0,5445.0
73464,2900.0,F-8,8,8,21780.0
73466,1050.0,F-8,5,5,5445.0
73471,425.0,DHA Defence,7,5,5445.0
73473,545.0,DHA Defence,7,5,5445.0
73475,170.0,FECHS,6,6,2178.008
73477,385.0,DHA Defence,0,0,5445.0
73479,550.0,I-8,6,6,2994.7609999999995
73480,225.0,Ghauri Town,6,5,2722.51
73484,98.0,Ghauri Town,5,4,1361.255
73485,460.0,I-8,7,7,33759.124
73487,425.0,DHA Defence,4,4,5445.0
73490,1800.0,F-7,0,0,136125.0
73492,300.0,G-15,7,8,3539.263
73698,175.0,Bhara kahu,0,8,3267.012
73699,50.0,Jhang Syedan,3,3,1089.004
73700,110.0,Ghauri Town,6,4,1361.255
73702,120.0,Soan Garden,5,4,1633.506
73703,165.0,Soan Garden,8,6,2722.51
73704,1300.0,F-6,10,11,87120.0
73706,80.0,Burma Town,3,2,1633.506
73708,850.0,F-10,0,0,70785.0
73709,250.0,Naval Anchorage,6,6,38659.642
73710,2200.0,F-7,6,6,10890.0
73711,1000.0,G-10,10,10,87120.0
73712,725.0,I-8,9,10,38659.642
73714,950.0,I-8,6,6,65340.0
73718,675.0,Green Avenue,6,6,5445.0
73719,44.0,DHA Defence,3,3,2178.008
73723,80.0,H-13,4,3,1361.255
73726,40.0,Ali Pur,3,3,11979.043999999998
73930,1300.0,I-8,9,9,5445.0
73932,525.0,I-8,6,6,38659.642
73933,125.0,Soan Garden,0,0,1361.255
73935,3200.0,F-7,7,7,21780.0
73936,325.0,I-10,6,5,2178.008
73939,145.0,I-10,3,3,1361.255
73943,750.0,F-11,7,7,5445.0
73944,550.0,G-10,6,6,48460.67799999999
73945,145.0,FECHS,4,4,2178.008
73948,160.0,D-12,4,3,11979.043999999998
73951,275.0,G-13,6,5,2178.008
73954,1900.0,E-7,0,0,103455.0
73957,360.0,G-13,6,6,2722.51
73960,165.0,D-12,3,3,1089.004
73961,65.0,Bani Gala,3,2,1361.255
73962,490.0,DHA Defence,6,7,5445.0
74189,550.0,I-8,7,7,33759.124
74190,850.0,F-10,6,5,5445.0
74191,500.0,Emaar Canyon Views,6,5,65340.0
74192,600.0,I-8,7,7,33759.124
74193,475.0,I-8,5,5,33759.124
74194,85.0,Soan Garden,3,2,1633.506
74195,280.0,G-9,2,2,1633.506
74196,425.0,E-11,4,4,2722.51
74197,170.0,FECHS,7,5,2722.51
74198,270.0,D-12,5,5,1361.255
74199,160.0,G-15,5,5,1905.757
74200,82.0,Ghauri Town,4,4,1361.255
74204,280.0,G-13,7,7,29675.359
74205,460.0,G-9,6,6,3811.514
74206,500.0,E-11,7,6,4356.016
74435,400.0,Mumtaz City,0,0,21780.0
74436,365.0,G-11,5,6,2178.008
74437,135.0,G-13,3,3,1089.004
74438,900.0,F-10,9,9,70785.0
74439,800.0,G-11,9,9,70785.0
74441,485.0,DHA Defence,7,6,5445.0
74442,2000.0,F-8,8,7,98010.0
74443,490.0,D-12,6,6,38659.642
74444,150.0,Ghauri Town,6,5,1361.255
74445,160.0,PWD Housing Scheme,6,5,2722.51
74455,575.0,Bahria Town,7,7,5445.0
74457,365.0,DHA Defence,6,6,5445.0
74459,1600.0,F-11,0,12,87120.0
74462,145.0,D-12,3,4,11979.043999999998
74464,425.0,DHA Defence,7,5,5445.0
74466,140.0,PWD Housing Scheme,0,5,25319.343
74467,125.0,Pakistan Town,0,3,29675.359
74684,1050.0,F-6,6,5,48460.67799999999
74685,140.0,I-10,0,0,15246.056
74686,160.0,I-10,0,0,15246.056
74687,225.0,I-10,0,0,15246.056
74688,220.0,I-10,0,0,15246.056
74689,180.0,I-10,0,0,25319.343
74691,1000.0,F-6,0,5,76230.0
74693,1800.0,F-8,0,10,136125.0
74694,390.0,DHA Defence,6,6,5445.0
74695,330.0,DHA Defence,4,4,65340.0
74696,800.0,F-6,4,5,48460.67799999999
74697,230.0,Bani Gala,6,5,2722.51
74700,115.0,B-17,3,3,1361.255
74701,185.0,I-10,4,4,1633.506
74702,70.0,Ghauri Town,3,3,1361.255
74703,120.0,I-9,0,0,15246.056
74704,235.0,Zaraj Housing Scheme,0,4,33759.124
74705,250.0,Zaraj Housing Scheme,0,8,33759.124
74706,185.0,Zaraj Housing Scheme,0,5,33759.124
74707,250.0,Bahria Town,4,4,2722.51
74708,250.0,Bahria Town,4,4,2722.51
74709,250.0,Bahria Town,4,4,2722.51
74711,40.0,Lehtarar Road,0,2,1089.004
74712,135.0,Green Avenue,6,4,1361.255
74713,155.0,Bani Gala,6,7,2722.51
74965,225.0,I-9,3,4,1905.757
74966,95.0,H-13,4,4,1361.255
74968,460.0,DHA Defence,5,5,5445.0
74969,250.0,G-10,4,5,1633.506
74970,160.0,PWD Housing Scheme,6,5,2722.51
74972,500.0,DHA Defence,7,6,5445.0
74973,185.0,G-15,4,5,2178.008
74974,265.0,G-13,0,0,11979.043999999998
74975,210.0,DHA Defence,3,2,3267.012
74976,250.0,Bahria Town,6,6,2722.51
74977,460.0,F-6,0,4,29130.857
74978,123.0,Bahria Town,4,4,1361.255
74979,145.0,I-10,4,5,18240.817
74980,155.0,D-12,0,0,1089.004
74981,185.0,Pakistan Town,0,6,2722.51
75234,155.0,Faisal Town - F-18,7,6,2178.008
75235,45.0,DHA Defence,2,2,1361.255
75236,180.0,G-15,5,5,2178.008
75238,85.0,H-13,5,6,1361.255
75239,450.0,DHA Defence,6,6,5445.0
75241,26.5,Ghauri Town,2,4,544.502
75244,68.0,H-13,3,3,1361.255
75246,460.0,DHA Defence,5,5,5445.0
75247,265.0,Bahria Town,5,4,2722.51
75248,125.0,Abdullah Garden,3,3,1361.255
75249,350.0,Emaar Canyon Views,7,5,65340.0
75251,235.0,DHA Defence,5,5,2722.51
75252,750.0,G-11,7,6,5445.0
75253,350.0,G-11,6,6,2178.008
75254,900.0,E-11,7,7,5445.0
75255,375.0,Emaar Canyon Views,6,5,59895.0
75256,1900.0,E-7,0,0,103455.0
75257,2000.0,E-7,6,5,103455.0
75258,1800.0,E-7,6,5,87120.0
75446,2400.0,E-7,7,6,103455.0
75447,900.0,E-11,7,6,4900.518
75475,375.0,G-13,7,7,38659.642
75476,285.0,G-13,7,5,2178.008
75477,78.0,Ghauri Town,4,3,1361.255
75478,140.0,I-10,0,0,1361.255
75479,160.0,I-10,0,0,1361.255
75480,225.0,I-10,0,0,1361.255
75481,220.0,I-10,0,0,1361.255
75482,180.0,I-10,0,0,2178.008
75485,200.0,I-10,3,5,1633.506
75486,355.0,Naval Anchorage,7,6,5445.0
75488,38.0,Jhang Syedan,2,2,9528.785
75489,625.0,Bahria Town,7,6,98010.0
75490,200.0,G-11,4,2,1361.255
75491,200.0,NIH Colony,0,0,5445.0
75492,225.0,PWD Housing Scheme,6,6,3267.012
75493,210.0,PWD Housing Scheme,6,6,3267.012
75494,210.0,PWD Housing Scheme,6,6,3267.012
75495,115.0,PWD Housing Scheme,4,4,1633.506
75496,49.99,Lehtarar Road,2,3,1361.255
75497,160.0,PWD Housing Scheme,5,5,2722.51
75498,160.0,H-13,9,9,1905.757
75499,160.0,PWD Housing Scheme,5,5,2722.51
75500,190.0,PWD Housing Scheme,7,6,5445.0
75501,140.0,PWD Housing Scheme,5,5,2722.51
75502,125.0,H-13,7,10,1361.255
75504,160.0,PWD Housing Scheme,5,5,2722.51
75505,800.0,F-11,8,7,70785.0
75506,830.0,F-10,6,6,5445.0
75507,760.0,F-10,5,5,65340.0
75508,260.0,PWD Housing Scheme,6,6,3267.012
75509,215.0,PWD Housing Scheme,6,6,3267.012
75510,110.0,PAEC Employees Cooperative Housing Society,6,4,1905.757
75511,95.0,PAEC Employees Cooperative Housing Society,4,4,1905.757
75512,275.0,PWD Housing Scheme,6,6,5445.0
75513,132.0,PWD Housing Scheme,5,5,2722.51
75514,112.0,PWD Housing Scheme,2,2,2722.51
75515,110.0,Pakistan Town,4,4,1361.255
75516,65.0,PAEC Employees Cooperative Housing Society,3,3,1361.255
75517,120.0,Soan Garden,2,2,2722.51
75518,140.0,Soan Garden,5,5,2722.51
75519,145.0,Soan Garden,5,5,2178.008
75520,145.0,Soan Garden,5,5,2178.008
75521,170.0,National Police Foundation O-9,5,5,2722.51
75522,115.0,National Police Foundation O-9,4,4,2722.51
75523,85.0,National Police Foundation O-9,4,4,1361.255
75524,165.0,National Police Foundation O-9,5,5,2722.51
75525,145.0,CBR Town,6,5,2722.51
75526,115.0,B-17,4,4,1361.255
75724,120.0,Pakistan Town,0,2,25319.343
75725,350.0,National Police Foundation,0,10,5445.0
75726,120.0,Pakistan Town,0,2,25319.343
75727,230.0,Pakistan Town,0,5,50366.435
75729,95.0,Ghauri Town,5,4,1361.255
75941,35.0,Lehtarar Road,2,2,816.7529999999999
75943,65.0,Islamabad Expressway,3,2,1361.255
75944,1800.0,Blue Area,6,6,87120.0
75945,55.0,Ghauri Town,3,2,11979.043999999998
75946,575.0,G-7,5,5,59895.0
75947,550.0,I-8,7,7,3267.012
75948,200.0,Bahria Town,0,0,2722.51
75951,235.0,Bahria Town,5,4,2722.51
76186,135.0,B-17,7,5,2178.008
76188,80.0,Bhara kahu,4,3,1905.757
76189,60.0,Madina Town,3,2,1361.255
76191,475.0,DHA Defence,7,7,5445.0
76192,41.5,Arsalan Town,3,2,1089.004
76194,1150.0,F-10,8,8,59895.0
76195,3500.0,F-8,8,8,21780.0
76197,395.0,DHA Defence,6,6,5445.0
76198,830.0,F-10,6,5,70785.0
76199,210.0,Bahria Town,0,0,26136.096
76202,120.0,Pakistan Town,2,2,25319.343
76203,350.0,National Police Foundation,8,7,5445.0
76204,120.0,Pakistan Town,2,2,25319.343
76205,230.0,Pakistan Town,5,5,4900.518
76206,650.0,I-8,0,0,33759.124
76207,650.0,I-8,0,0,38659.642
76226,255.0,Zaraj Housing Scheme,0,0,3811.514
76227,350.0,G-15,7,7,38659.642
76234,135.0,Bahria Town,4,3,1361.255
76236,260.0,E-11,7,4,1633.506
76237,155.0,G-13,5,4,1089.004
76238,95.0,B-17,4,3,1361.255
76457,485.0,DHA Defence,7,6,5445.0
76458,550.0,Bahria Town,5,5,87120.0
76460,445.0,E-11,9,6,2722.51
76461,125.0,Park View City,5,5,1361.255
76462,235.0,G-13,5,5,1905.757
76463,100.0,Jhang Syedan,0,0,1633.506
76735,375.0,DHA Defence,9,9,5445.0
76736,225.0,Park View City,6,6,2722.51
76737,160.0,G-13,5,4,1089.004
76741,400.0,I-8,6,6,2722.51
76742,30.0,Thanda Pani,3,3,1089.004
76745,275.0,I-9,0,5,25319.343
76746,315.0,G-10,0,5,2722.51
76748,310.0,G-13,7,6,2178.008
76749,800.0,F-10,9,9,5445.0
76751,125.0,H-13,3,3,1361.255
76752,85.0,Ghauri Town,6,4,1361.255
76753,1150.0,7th Avenue,0,0,70785.0
76754,118.0,Pakistan Town,4,3,3267.012
76755,440.0,F-11,7,7,25319.343
76759,725.0,F-11,0,12,70785.0
76760,650.0,F-11,6,6,5445.0
76761,780.0,F-10,5,5,59895.0
76762,950.0,F-10,4,4,70785.0
76763,1150.0,F-10,8,8,10890.0
76936,2000.0,F-8,0,0,70785.0
76937,325.0,G-13,6,5,2178.008
76938,900.0,F-8,0,0,5445.0
76949,1025.0,F-6,8,8,48460.67799999999
76952,425.0,G-13,7,7,2722.51
76957,160.0,National Police Foundation O-9,7,5,2722.51
76958,450.0,DHA Defence,6,6,5445.0
76961,165.0,I-14,5,4,18240.817
76962,110.0,F-17,2,2,1905.757
76963,570.0,I-8,6,6,38659.642
76964,490.0,I-8,6,6,38659.642
76966,450.0,DHA Defence,6,5,5445.0
76967,580.0,I-8,6,6,38659.642
76968,87.0,Ghauri Town,6,5,1361.255
76969,150.0,CBR Town,3,3,2178.008
77155,475.0,DHA Defence,6,6,5445.0
77156,300.0,G-9,4,4,17968.566
77157,125.0,Park Road,4,5,1361.255
77158,400.0,I-8,6,7,2722.51
77159,360.0,DHA Defence,6,5,5445.0
77160,350.0,F-17,8,7,5445.0
77163,195.0,Zaraj Housing Scheme,4,4,3267.012
77164,120.0,Ghauri Town,7,5,1361.255
77165,58.0,Ghauri Town,3,2,15246.056
77166,160.0,FECHS,6,7,2178.008
77169,615.0,I-8,6,6,3539.263
77171,150.0,Bhara kahu,3,4,2722.51
77174,700.0,G-7,6,5,5445.0
77176,115.0,Pakistan Town,5,4,1633.506
77177,314.0,National Police Foundation O-9,10,9,5445.0
77178,314.0,National Police Foundation O-9,10,9,5445.0
77179,475.0,DHA Defence,7,6,5445.0
77180,535.0,DHA Defence,6,5,5445.0
77377,70.0,Sohan Valley,3,6,2178.008
77388,300.0,B-17,6,6,5445.0
77390,148.0,G-13,5,3,1089.004
77393,230.0,I-9,6,4,1361.255
77396,200.0,I-10,3,5,15246.056
77397,105.0,Ghauri Town,4,4,1633.506
77399,120.0,CBR Town,5,4,1905.757
77400,130.0,CBR Town,6,4,2178.008
77401,165.0,Soan Garden,8,6,2722.51
77403,240.0,G-13,7,6,1905.757
77404,140.0,PWD Road,7,5,2722.51
77405,150.0,I-10,0,0,18240.817
77406,480.0,I-8,7,7,38659.642
77407,420.0,DHA Defence,6,6,5445.0
77409,220.0,Bahria Town,5,4,2722.51
77410,120.0,Soan Garden,6,5,1633.506
77413,340.0,PWD Housing Scheme,8,8,5445.0
77414,260.0,Bahria Town,6,6,2722.51
77612,165.0,G-13,5,3,11979.043999999998
77613,165.0,G-13,4,4,11979.043999999998
77619,168.0,G-13,5,4,11979.043999999998
77620,160.0,Pakistan Town,7,6,2722.51
77621,120.0,PWD Housing Scheme,3,2,2722.51
77628,75.0,Green Avenue,2,4,816.7529999999999
77629,380.0,Bahria Town,7,5,5445.0
77631,37.0,DHA Defence,2,2,1361.255
77633,330.0,G-15,8,7,38659.642
77877,450.0,F-11,7,6,2722.51
77879,245.0,E-11,5,4,1905.757
77880,250.0,Naval Anchorage,6,6,3811.514
77882,500.0,DHA Defence,5,5,5445.0
77883,800.0,DHA Defence,7,7,190575.0
77884,170.0,G-13,5,4,11979.043999999998
77885,440.0,F-11,5,5,29675.359
77886,390.0,DHA Defence,6,5,5445.0
77888,450.0,DHA Defence,6,5,5445.0
77889,45.0,Ghauri Town,0,0,816.7529999999999
77890,27.0,DHA Defence,2,3,1361.255
77891,370.0,DHA Defence,6,5,5445.0
77893,99.0,Taramrri,3,3,33759.124
77894,110.0,Ghauri Town,6,4,1361.255
77895,69.0,Ghauri Town,4,3,1361.255
77896,69.0,Ghauri Town,3,2,1361.255
77897,110.0,Ghauri Town,6,4,1361.255
77898,900.0,E-11,4,4,5445.0
77899,120.0,Bani Gala,3,2,2722.51
77900,1675.0,Bani Gala,0,0,43560.0
77901,150.0,Bani Gala,4,4,1633.506
77902,86.0,B-17,0,0,2722.51
77903,90.0,Bani Gala,6,4,1361.255
77904,700.0,Bani Gala,8,7,21780.0
77905,95.0,Bani Gala,4,3,2178.008
77906,1150.0,F-10,9,8,5445.0
77907,109.0,Ghauri Town,5,4,1361.255
77908,295.0,DHA Defence,6,6,2722.51
77909,270.0,DHA Defence,5,5,2722.51
77910,350.0,E-11,6,6,2178.008
78149,105.0,Naval Anchorage,4,4,1361.255
78150,635.0,F-6,4,4,4356.016
78151,155.0,River Garden,7,8,2178.008
78152,45.0,DHA Defence,3,3,2178.008
78153,74.0,DHA Defence,4,4,2178.008
78154,450.0,F-11,5,5,2722.51
78155,160.0,DHA Defence,4,4,2722.51
78156,198.0,Chak Shahzad,5,5,28041.853
78157,245.0,CBR Town,7,6,38659.642
78158,160.0,CBR Town,6,5,2178.008
78159,160.0,CBR Town,6,5,2178.008
78160,160.0,CBR Town,6,5,2178.008
78161,140.0,CBR Town,6,5,2178.008
78162,145.0,CBR Town,6,5,2178.008
78163,155.0,CBR Town,6,5,2178.008
78164,260.0,CBR Town,8,7,38659.642
78165,140.0,Soan Garden,5,4,2178.008
78174,115.0,Soan Garden,5,4,2178.008
78361,1400.0,I-8,8,7,5445.0
78365,380.0,Bani Gala,8,6,5445.0
78367,120.0,Korang Town,5,4,23141.335
78368,970.0,F-8,6,5,5445.0
78369,125.0,FECHS,6,5,2178.008
78370,535.0,DHA Defence,6,5,5445.0
78371,115.0,Ghauri Town,5,4,1361.255
78372,325.0,DHA Defence,5,5,3811.514
78374,635.0,F-6,4,4,4356.016
78375,315.0,Bani Gala,8,6,5445.0
78595,450.0,G-10,6,6,38659.642
78597,700.0,Bani Gala,7,7,16335.0
78598,160.0,G-13,4,3,1089.004
78600,70.0,Marwa Town,5,5,1361.255
78602,196.0,National Police Foundation O-9,5,5,2722.51
78603,195.0,CBR Town,7,7,2722.51
78604,90.0,Bani Gala,6,4,1361.255
78605,175.0,Bani Gala,8,6,2722.51
78607,2200.0,F-7,10,10,98010.0
78608,150.0,National Police Foundation O-9,6,5,2722.51
78609,145.0,I-10,0,0,1633.506
78610,225.0,I-10,0,0,1633.506
78611,240.0,I-9,0,0,1633.506
78612,110.0,I-10,0,0,1089.004
78613,115.0,I-14,0,0,1361.255
78614,115.0,I-10,3,3,1361.255
78615,45.0,H-13,2,2,816.7529999999999
78889,55.0,H-13,0,0,1361.255
78890,47.0,H-13,2,2,9528.785
78891,160.0,I-10,0,0,1633.506
78896,120.0,Ghauri Town,7,5,1361.255
78898,145.0,Soan Garden,6,5,2178.008
78905,305.0,D-18,5,5,65340.0
78910,275.0,I-9,4,5,2450.259
79140,165.0,G-13,5,4,11979.043999999998
79142,105.0,CBR Town,2,2,2178.008
79143,162.0,G-13,5,4,11979.043999999998
79144,250.0,I-9,4,4,2450.259
79145,245.0,G-13,6,5,2178.008
79148,390.0,I-8,3,3,3267.012
79149,80.0,Ahmed Town,3,3,1361.255
79150,385.0,DHA Defence,0,5,4356.016
79152,140.0,I-10,0,0,1361.255
79154,600.0,DHA Defence,7,6,5445.0
79157,325.0,DHA Defence,7,7,2722.51
79161,310.0,DHA Defence,7,5,3539.263
79387,2000.0,G-6,8,7,179685.0
79388,2700.0,G-6,10,10,234135.0
79389,1350.0,G-6,10,7,114345.0
79390,45.0,Chak Shahzad,2,3,1089.004
79391,3600.0,F-7,10,8,130680.0
79392,190.0,D-12,4,4,1089.004
79393,325.0,I-10,7,5,1905.757
79394,215.0,I-10,6,5,1633.506
79395,212.0,I-10,7,5,1361.255
79396,220.0,I-10,6,5,1633.506
79397,200.0,I-10,4,5,1361.255
79398,300.0,I-10,4,4,2178.008
79399,300.0,I-10,7,5,2178.008
79400,350.0,I-10,6,5,2178.008
79401,170.0,I-10,4,4,1633.506
79402,55.0,Shaheen Town,3,2,1361.255
79403,200.0,Shaheen Town,3,3,2722.51
79404,300.0,Bahria Town,6,5,2722.51
79405,375.0,Bahria Town,0,0,87120.0
79406,260.0,Bahria Town,6,5,2722.51
79407,160.0,F-10,6,5,9801.036
79408,750.0,E-11,10,8,5445.0
79409,475.0,G-13,7,6,38659.642
79410,151.0,B-17,5,4,1905.757
79411,151.0,B-17,5,4,19329.821
79412,165.0,G-13,5,4,11979.043999999998
79413,260.0,G-13,6,6,2178.008
79414,165.0,G-13,5,4,11979.043999999998
79415,350.0,G-13,6,6,2722.51
79416,45.0,Marwa Town,3,3,1633.506
79417,155.0,G-13,5,4,11979.043999999998
79418,28.0,DHA Defence,0,2,1361.255
79419,63.0,DHA Defence,0,3,2178.008
79420,75.0,DHA Defence,0,3,2178.008
79421,68.0,DHA Defence,0,3,2178.008
79423,425.0,G-13,7,7,2722.51
79424,160.0,G-13,5,4,11979.043999999998
79425,165.0,G-13,5,4,11979.043999999998
79669,165.0,Faisal Town - F-18,4,4,2178.008
79671,475.0,I-8,6,6,33759.124
79675,62.0,Ghauri Town,3,2,1361.255
79676,545.0,G-9,7,7,3811.514
79863,485.0,DHA Defence,8,7,5445.0
79864,475.0,G-11,5,5,38659.642
79865,240.0,CBR Town,6,6,3267.012
79866,165.0,G-13,5,4,11979.043999999998
79867,265.0,G-13,6,5,2178.008
79868,162.0,G-13,5,4,11979.043999999998
79869,190.0,G-9,4,4,1633.506
79870,260.0,G-13,6,5,2178.008
79871,400.0,G-9,0,5,29675.359
79873,160.0,G-13,5,4,11979.043999999998
79874,285.0,G-13,6,6,2178.008
79875,45.0,Bhara kahu,0,0,10345.538
79876,55.0,Bhara kahu,7,6,11979.043999999998
79877,900.0,F-6,0,0,59895.0
79878,325.0,E-11,5,5,2178.008
79879,780.0,F-11,5,5,5445.0
79880,840.0,F-11,6,6,5445.0
79883,1100.0,F-6,7,6,59895.0
79884,1070.0,F-8,8,7,98010.0
79885,380.0,DHA Defence,6,5,5445.0
79888,147.0,G-13,5,4,11979.043999999998
79889,145.0,CBR Town,6,5,2178.008
79890,250.0,G-13,6,5,2178.008
79891,140.0,CBR Town,6,5,2178.008
79892,140.0,CBR Town,6,5,2178.008
79893,145.0,CBR Town,6,5,2178.008
79894,245.0,CBR Town,7,6,38659.642
79895,250.0,CBR Town,7,6,38659.642
79896,212.0,I-10,6,5,15246.056
80102,145.0,F-17,6,6,2178.008
80103,710.0,G-14,9,9,70785.0
80104,135.0,Pakistan Town,3,4,5445.0
80105,150.0,IJP Road,7,6,14429.302999999998
80106,100.0,PWD Housing Scheme,3,2,2722.51
80327,155.0,Soan Garden,7,6,2722.51
80328,600.0,F-6,4,4,5172.768999999999
80330,24.0,Burma Town,2,3,816.7529999999999
80332,95.0,Ghauri Town,6,6,1361.255
80334,650.0,F-11,7,6,4356.016
80335,1020.0,F-11,10,10,5445.0
80336,550.0,F-11,6,5,4356.016
80337,890.0,F-11,7,6,5445.0
80338,570.0,E-11,7,7,4356.016
80339,680.0,E-11,7,7,5445.0
80340,750.0,E-11,7,7,5445.0
80341,750.0,E-11,8,8,5445.0
80342,570.0,E-11,8,8,4356.016
80578,450.0,E-11,7,6,33759.124
80579,530.0,E-11,8,8,38659.642
80580,850.0,E-11,10,9,5445.0
80581,450.0,E-11,6,6,27497.351
80582,470.0,E-11,7,6,4356.016
80583,500.0,E-11,7,6,4356.016
80584,650.0,E-11,7,6,5445.0
80585,600.0,E-11,10,11,5445.0
80586,90.0,Ghauri Town,5,6,1361.255
80588,92.0,I-14,7,7,1089.004
80589,400.0,G-9,5,5,3267.012
80602,255.0,CBR Town,8,7,3811.514
80603,170.0,Zaraj Housing Scheme,5,4,2722.51
80606,190.0,Zaraj Housing Scheme,5,4,3267.012
80610,165.0,G-13,5,4,11979.043999999998
80611,360.0,Bahria Town,8,9,59895.0
80612,145.0,PWD Housing Scheme,5,5,25319.343
80613,120.0,Pakistan Town,0,0,18240.817
80614,85.0,Pakistan Town,3,2,1633.506
80615,118.0,PWD Housing Scheme,3,2,2722.51
80616,150.0,Bhara kahu,4,3,4356.016
80763,125.0,Naval Anchorage,5,5,1361.255
80764,120.0,Soan Garden,5,4,18240.817
80771,127.0,Ghauri Town,7,5,1633.506
80772,450.0,I-8,3,3,38659.642
80773,155.0,Faisal Town - F-18,7,5,2178.008
80775,450.0,I-8,3,3,38659.642
80776,390.0,G-13,6,6,38659.642
80777,48.0,E-16,3,2,2178.008
80778,95.0,Ghauri Town,6,5,15246.056
80779,690.0,Bahria Town,6,6,119790.0
80780,64.0,H-13,3,2,1361.255
80781,62.0,Khanna Pul,3,3,1089.004
80782,850.0,F-11,7,6,5445.0
80783,150.0,Bahria Town,4,3,1361.255
80784,150.0,Bahria Town,4,3,1361.255
80785,150.0,Bahria Town,4,3,1361.255
80786,150.0,Bahria Town,4,3,1361.255
80787,2000.0,F-7,10,10,130680.0
80798,195.0,Soan Garden,5,4,4356.016
80799,145.0,CBR Town,6,5,2178.008
80800,145.0,CBR Town,6,5,2178.008
81008,290.0,G-11,4,4,1633.506
81009,182.0,G-10,4,4,17968.566
81011,188.0,Pakistan Town,6,6,3267.012
81012,70.0,Ali Pur,3,5,1633.506
81013,775.0,F-11,6,6,70785.0
81014,510.0,I-8,7,7,38659.642
81015,80.0,B-17,4,4,2178.008
81016,380.0,G-13,6,6,38659.642
81017,140.0,G-13,5,4,11979.043999999998
81018,260.0,G-13,6,5,2178.008
81232,55.0,Ghauri Town,3,3,1089.004
81233,55.0,Ghauri Town,4,4,1089.004
81234,35.0,Ghauri Town,0,0,8712.032
81237,545.0,G-9,7,7,38659.642
81239,370.0,F-11,4,4,1905.757
81240,350.0,G-13,6,6,2722.51
81241,325.0,G-13,6,5,2178.008
81242,305.0,G-13,6,5,2178.008
81243,150.0,G-13,5,4,11979.043999999998
81244,250.0,G-13,6,5,2178.008
81245,70.0,H-13,6,6,816.7529999999999
81246,85.0,Pakistan Town,2,2,1633.506
